relation_id,subject,predicate,object,hub_entity,hub_connectivity,confidence,section,source_paper,source_text,llama3.2_3b_text_accuracy,llama3.2_3b_text_faithfulness,llama3.2_3b_text_boundary_quality,llama3.2_3b_text_justification,llama3.2_3b_text_inference_time,llama3.2_3b_text_error,mistral_7b_text_accuracy,mistral_7b_text_faithfulness,mistral_7b_text_boundary_quality,mistral_7b_text_justification,mistral_7b_text_inference_time,mistral_7b_text_error,llama3.1_8b_text_accuracy,llama3.1_8b_text_faithfulness,llama3.1_8b_text_boundary_quality,llama3.1_8b_text_justification,llama3.1_8b_text_inference_time,llama3.1_8b_text_error
0x2e0,Methanotrophs,use,methane monooxygenase enzymes,Methanotrophs,15,,4. Discussion,Copy of A. Priyadarsini et al. 202320251115.pdf,Methanotrophs efficiently convert methane to methanol in a single step using methane monooxygenase enzymes at ambient reaction conditions.,True,5,5,"The extracted relation is accurately represented in the sentence, as it directly states that methanotrophs ""use"" methane monooxygenase enzymes to convert methane. The entity boundaries are also correctly identified, with the subject being ""Methanotrophs"" and the object being ""methane monooxygenase enzymes"".",2.9429609775543213,,True,5.0,5.0,"The relation ""Methanotrophs use methane monooxygenase enzymes"" is directly stated in the sentence. The system correctly identified the subject, object, and predicate of the relation.",4.3171000480651855,,True,5,5,"The relation is directly stated in the sentence, with ""Methanotrophs"" using ""methane monooxygenase enzymes"" to convert methane. The entity boundaries are also correctly identified, as the subject and object positions match the extracted relation.",4.872093915939331,
0x407,Kort,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, with no ambiguity or inference required. The entity boundaries (subject and object) are correctly identified as well, with the subject being ""Kort"" and the object being the list of authors.",2.7479512691497803,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as Kort is one of the authors listed in the source. The relation is directly stated, and the entity boundaries are correctly identified since both the subject and object are properly extracted from the sentence.",5.258052110671997,,True,5,5,"The relation is accurately represented in the sentence, as it clearly states that Kort is an author of the listed publication. The entity boundaries are also correctly identified, with ""Kort"" being the subject and the long list of authors being the object.",5.249483108520508,
0x2b5,Methane,makes up,half of n,Methane,20,,3.4. Determination of methanol yield,Copy of A. Priyadarsini et al. 202320251115.pdf,"The moles of headspace gas (equimolar mixture of air and methane) can be calculated using ideal gas equation: PV = nRT. GLYPH<0> 1 , T = 303 K, the total number of gas moles (n) in the headspace are 6.64 mmoles, half which accounts for methane. Considering the metabolic stoichiometry of 1 mol of methanol per mol of methane,  the  total  percentage  consumption  of  methane  (or  in  other words methanol yield per mole of methane) is: 2.6/3.32 = 0.783 or 78.3 %.",True,5,4,"The relation ""makes up"" is accurately represented in the sentence, as it states that half of the total number of gas moles accounts for methane. The faithfulness rating is 5 because the relation is directly stated in the source sentence without any additional information or assumptions. The boundary quality rating is 4 because the subject and object boundaries are generally correct, but there might be some minor issues with the exact wording or phrasing (e.g., ""half which accounts for methane"" could be more precisely worded).",4.291529178619385,,True,,,"The relation is accurately represented in the sentence as it can be inferred from the context that methane makes up half of the total gas moles, given the information about the equimolar mixture and the calculation of the total number of gas moles. However, the sentence does not directly state this relation but rather implies it through calculations and context. The entity boundaries are correctly identified as ""methane"" is the subject and ""half"" is the object in the extracted relation.",8.49142599105835,,True,4,5,"The relation is accurately represented in the sentence, as it correctly states that methane makes up half of the total number of gas moles. The entity boundaries are also perfectly identified, with ""methane"" being the subject and ""half of n"" being the object.",5.307952165603638,
0x34,Methane,is also called,a short-term enforcer,Methane,20,,1. Introduction,Copy of A. Priyadarsini et al. 202320251115.pdf,"Methane  is  the  smallest  of  the  hydrocarbon  family  in  its  most reduced form, which means it is packed with potential energy. It is also a major greenhouse gas (GHG) which is also called a short-term enforcer, i.e. it persists in the atmosphere for shorter duration, as compared to carbon dioxide (CO2) that can stay in atmosphere for thousand years, but its heating effect is much more potent than that of CO2. Thus, even with a shorter lifespan, methane has 28 -34 times higher global warming potential over a period of 100 years than that of CO2  due to its higher solar  radiation  capturing  efficiency  (Priyadarsini  et  al.,  2020).",True,5,5,"The relation ""is also called"" is accurately represented in the sentence, as it explicitly states that methane is also referred to as a short-term enforcer. The source sentence directly supports this relation with the phrase ""which is also called a short-term enforcer"".",2.903714656829834,,False,,,"The relation ""is also called"" is partially supported in the sentence as methane is indeed referred to as a short-term enforcer, but this term is specifically used in reference to its greenhouse gas properties, not as a general name for methane. Therefore, the extracted relation does not accurately represent the information provided in the source sentence. The entity boundaries are correctly identified, however, as ""Methane"" and ""a short-term enforcer"" are both explicitly mentioned in the text.",7.521313190460205,,True,5,5,"The relation is directly stated in the sentence, and the entity boundaries (subject ""Methane"" and object ""a short-term enforcer"") are correctly identified.",4.691907167434692,
0x400,Peischl,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, with no ambiguity or inference required. The entity boundaries (subject and object) are correctly identified as well, with the subject being ""Peischl"" and the object being the list of authors.",2.794332981109619,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as Peischl is listed among the authors. The relation is directly stated, as it is explicitly shown that he is one of the authors of the paper. The entity boundaries are correctly identified, as both the subject and object positions correspond to the correct entities in the source sentence.",5.998971939086914,,True,5,5,"The relation is accurately represented in the sentence, as it directly states that Peischl is an author of the listed publication. The entity boundaries are also correctly identified, with ""Peischl"" clearly marked as the subject and the long list of authors following as the object.",5.538083076477051,
0x4fd,Methane,is also called,a short-term enforcer,Methane,20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Methane  is  the  smallest  of  the  hydrocarbon  family  in  its  most reduced form, which means it is packed with potential energy. It is also a major greenhouse gas (GHG) which is also called a short-term enforcer, i.e. it persists in the atmosphere for shorter duration, as compared to carbon dioxide (CO2) that can stay in atmosphere for thousand years, but its heating effect is much more potent than that of CO2. Thus, even with a shorter lifespan, methane has 28 -34 times higher global warming potential over a period of 100 years than that of CO2  due to its higher solar  radiation  capturing  efficiency  (Priyadarsini  et  al.,  2020).",True,5,5,"The relation ""is also called"" is accurately represented in the sentence, as it explicitly states that methane is also referred to as a short-term enforcer. The source sentence directly supports this relation with the phrase ""which is also called a short-term enforcer"".",2.880168914794922,,False,,,"The relation ""is also called"" is partially supported in the sentence as methane is indeed referred to as a short-term enforcer, but this term is specifically used in reference to its greenhouse gas properties, not as a general name for methane. Therefore, the extracted relation does not accurately represent the information provided in the source sentence. The entity boundaries are correctly identified, however, as ""Methane"" and ""a short-term enforcer"" are both explicitly mentioned in the text.",7.390897989273071,,True,5,5,"The relation is directly stated in the sentence, and the entity boundaries (subject ""Methane"" and object ""a short-term enforcer"") are correctly identified.",4.75929594039917,
0x614,Ryerson,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, with no ambiguity or inference required. The entity boundaries (subject and object) are correctly identified as Ryerson being the subject and Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017 being the object.",3.966554880142212,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as the given authors are indeed the authors of the paper. The relation is directly stated in the source, and the entity boundaries for both subject and object are correctly identified since they correspond to the actual authors and Ryerson (the last name) who is also an author.",5.896778106689453,,True,5,5,"The relation is accurately represented in the sentence, as it clearly states that Ryerson is an author of the listed publication. The entity boundaries are also correctly identified, with ""Ryerson"" being the subject and the list of authors being the object.",5.394536972045898,
0x43b,Patel,is co-author with,"Joo, J.B.",Patel,32,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",True,5,5,"The relation is accurately represented in the sentence as it directly states that Patel is co-author with Joo, J.B. The entity boundaries are also correctly identified, making this a perfect extraction.",17.762902975082397,,True,5.0,5.0,"The relation ""is co-author with"" is accurately represented in the sentence as Patel is listed as a co-author with multiple authors in various publications. The relation is directly stated in the source. The entity boundaries are correctly identified, as the subject and object are clearly defined by the author names.",6.996735095977783,,True,5,5,"The relation is directly stated in the sentence, with ""Patel"" as the subject and ""Joo, J.B."" listed among the co-authors. The entity boundaries are correctly identified, with ""Patel"" clearly marked as the subject and ""Joo, J.B."" as a separate object within the list of co-authors.",7.247051000595093,
0x4e3,Patel,is author of,"Patel, S.K.S., Kalia, V.C., Lee, J.K., 2023. Integration of biogas derived from dark fermentation and anaerobic digestion of biowaste to enhance methanol production by methanotrophs.",Patel,32,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Gupta, R.K., Kalia, V.C., Lee, J.K., 2021. Patel, S.K.S., Kalia, V.C., Lee, J.K., 2023.",True,4,3,"The extracted relation is accurately represented in the sentence, as it correctly states that Patel is associated with a publication. However, the faithfulness rating is not a perfect score because the source sentence does not explicitly state ""is author of"" but rather lists authors and their corresponding publications.",2.676492929458618,,False,,,"The relation ""is author of"" is not accurately represented in the sentence as there is no mention of any paper or publication being authored by Patel. The sentence only mentions the authors' names without specifying any work they are associated with.",4.828058242797852,,True,4,5,"The relation is accurately represented in the sentence, as it clearly states that Patel is the author of a specific paper. The entity boundaries are correctly identified, with ""Patel"" being the subject and the rest of the sentence describing the object (the paper).",4.947239875793457,
0x608,Kort,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, with no ambiguity or inference required. The entity boundaries (subject and object) are correctly identified as well, with the subject being ""Kort"" and the object being the list of authors.",2.7440011501312256,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as Kort is one of the authors listed in the source. The relation is directly stated, and the entity boundaries are correctly identified since both the subject and object are properly extracted from the sentence.",5.108610153198242,,True,5,5,"The relation is accurately represented in the sentence, as it clearly states that Kort is an author of the listed publication. The entity boundaries are also correctly identified, with ""Kort"" being the subject and the long list of authors being the object.",4.945854902267456,
0x602,McDonald,is author of,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001","Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001",20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, with the subject (""McDonald"") and object (""Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001"") clearly identified. The extracted relation accurately represents the sentence's meaning.",3.8487398624420166,,True,,,"The relation ""McDonald is author of"" is accurately represented in the sentence as McDonald is listed among the authors. The relation is directly stated, and the entity boundaries are correctly identified since both subject and object are correctly extracted from the source sentence.",5.319754123687744,,True,5,5,"The relation is accurately represented in the sentence, as it directly states that McDonald is an author of the listed authors. The entity boundaries are also correctly identified, with ""McDonald"" clearly marked as the subject and the long list of authors marked as the object.",6.020393133163452,
0x628,Patel,is co-author with,"Mardina, P.",Patel,32,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",True,5,5,"The relation is accurately represented in the sentence, and the entity boundaries are correctly identified.",17.727038145065308,,True,5.0,5.0,"The relation ""is co-author with"" is directly stated in the source sentence as Patel is listed as a co-author with Mardina, P. in multiple publications. The entity boundaries are correctly identified as the subject and object positions match the characters provided for both Patel and Mardina, P.",6.997227907180786,,True,5,5,"The relation is directly stated in the sentence as ""Patel, S.K.S., Mardina, P."" appears together with a comma, indicating they are co-authors. The subject and object boundaries are correctly identified as ""Patel"" and ""Mardina, P."" respectively.",6.70728611946106,
0x5c6,Methanotrophs,use,methane monooxygenase enzymes,Methanotrophs,15,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,Methanotrophs efficiently convert methane to methanol in a single step using methane monooxygenase enzymes at ambient reaction conditions.,True,5,5,"The extracted relation is accurately represented in the sentence, as it directly states that methanotrophs ""use"" methane monooxygenase enzymes to convert methane. The entity boundaries are also correctly identified, with the subject being ""Methanotrophs"" and the object being ""methane monooxygenase enzymes"".",3.0898308753967285,,True,5.0,5.0,"The relation ""Methanotrophs use methane monooxygenase enzymes"" is directly stated in the sentence. The system correctly identified the subject, object, and predicate of the relation.",4.4962382316589355,,True,5,5,"The relation is directly stated in the sentence, with ""Methanotrophs"" using ""methane monooxygenase enzymes"" to convert methane. The entity boundaries are also correctly identified, as the subject and object positions match the extracted relation.",4.693388938903809,
0x4fb,Methane,is,the smallest of the hydrocarbon family,Methane,20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Methane  is  the  smallest  of  the  hydrocarbon  family  in  its  most reduced form, which means it is packed with potential energy. Thus, even with a shorter lifespan, methane has 28 -34 times higher global warming potential over a period of 100 years than that of CO2  due to its higher solar  radiation  capturing  efficiency  (Priyadarsini  et  al.,  2020).",True,4,3,"The relation ""is the smallest of the hydrocarbon family"" is accurately represented in the sentence, as it directly states that methane has this characteristic. However, the faithfulness rating is slightly lower because the sentence also provides additional context and supporting evidence for this claim, which may not be explicitly stated in the extracted relation.",2.8548789024353027,,True,5.0,5.0,"The relation ""Methane is the smallest of the hydrocarbon family"" is directly stated in the sentence. The subject and object boundaries are correctly identified as well, with ""Methane"" being the subject and ""the smallest of the hydrocarbon family"" being the object.",5.145435094833374,,True,4,5,"The relation is accurately represented in the sentence, with ""Methane"" being correctly identified as the subject and ""the smallest of the hydrocarbon family"" as the object. The entity boundaries are also perfectly identified, with no extraneous characters included or excluded from the subject and object positions.",5.30035400390625,
0x503,Methane,due to its higher solar radiation capturing efficiency,"Priyadarsini et al., 2020",Methane,20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Methane  is  the  smallest  of  the  hydrocarbon  family  in  its  most reduced form, which means it is packed with potential energy. Thus, even with a shorter lifespan, methane has 28 -34 times higher global warming potential over a period of 100 years than that of CO2  due to its higher solar  radiation  capturing  efficiency  (Priyadarsini  et  al.,  2020).",True,5,5,"The relation is accurately represented in the sentence, as it directly states that methane has a higher global warming potential due to its higher solar radiation capturing efficiency. The extracted relation is identical to the source sentence's explanation of methane's properties.",2.563209056854248,,True,5.0,5.0,"The relation ""Methane due to its higher solar radiation capturing efficiency"" is directly stated in the sentence. The system correctly identifies that Priyadarsini et al., 2020 provides evidence for this relation. The entity boundaries are also accurately identified, as both the subject and object are clearly defined within the sentence.",5.344598054885864,,True,5,5,"The relation is directly stated in the sentence, and the entity boundaries (subject: ""Methane"", object: ""Priyadarsini et al., 2020"") are correctly identified.",4.570271015167236,
0x40d,Brandt,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",True,5,5,"The relation is accurately represented in the sentence as it directly states that Brandt is an author of a specific paper. The entity boundaries are correctly identified, with ""Brandt"" being the subject and ""Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017"" being the object.",3.6321780681610107,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as Brandt is listed among the authors. The relation is directly stated, and the entity boundaries are correctly identified since both the subject and object are correctly positioned in the source sentence.",5.069228887557983,,True,5,5,"The relation is directly stated in the sentence, with ""Brandt"" explicitly mentioned as the author of the work listed after the comma. The entity boundaries are also correctly identified, with ""Brandt"" clearly marked as the subject and the long list of authors following it as the object.",5.46088171005249,
0x3ec,Murrell,is author of,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001","Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001",20,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, with Murrell explicitly mentioned as the author. The entity boundaries are also correctly identified, with Murrell as the subject and Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001 as the object.",4.089936971664429,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence, as the list of authors includes Murrell. The relation is directly stated since the authors are explicitly listed. The entity boundaries are correctly identified, as both the subject and object positions correspond to the correct entities in the source sentence.",5.6262969970703125,,True,5,5,"The relation is accurately represented in the sentence, as it clearly states that Murrell is an author of the listed publication. The entity boundaries are also correctly identified, with ""Murrell"" being the subject and the list of authors being the object.",5.449444055557251,
0x6da,Methanotrophs,utilize,one-carbon compounds as a source of carbon and energy,Methanotrophs,15,,Chapter 1 Introduction,Copy of Adegbola thesis High Density Cultures20251113.pdf,It is an α -proteobacterium in the family Methylocystaceae that  is  representative  of  all  Type  II  methanotrophs. Methanotrophs  utilize  one-carbon compounds as a source of carbon and energy. Type II methanotrophs can co-metabolize a broad  range  of  substrates  due  to  their  synthesis  of  soluble  methane  monooxygenase (sMMO) which catalyzes the breakdown of methane to methanol.,True,5,5,"The relation is accurately represented in the sentence, as it directly states that ""Methanotrophs utilize one-carbon compounds as a source of carbon and energy"". There are no discrepancies or ambiguities in the statement.",2.6447579860687256,,True,5.0,5.0,"The relation ""Methanotrophs utilize one-carbon compounds as a source of carbon and energy"" is directly stated in the sentence. The subject, object, and their boundaries are correctly identified.",4.539695978164673,,True,5,5,"The relation is directly stated in the sentence, and the entity boundaries (subject and object) are correctly identified as ""Methanotrophs"" and ""one-carbon compounds as a source of carbon and energy"", respectively.",4.915061950683594,
0x617,Patel,is co-author with,"Kondaveeti, S.",Patel,32,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",True,5,5,"The relation is accurately represented in the sentence, directly stated, and the entity boundaries are correctly identified.",18.17560601234436,,True,5.0,5.0,"The relation ""is co-author with"" is directly stated in the source sentence as Patel is listed as a co-author with multiple authors in various publications. The subject and object boundaries are correctly identified, as the subject ""Patel"" is the author mentioned at the beginning of each publication, while Kondaveeti, S. is one of the co-authors listed in one of the publications.",7.721778154373169,,True,4,5,"The relation is accurately represented in the sentence, as Patel is indeed listed as a co-author with Kondaveeti in multiple publications. The entity boundaries are correctly identified, with ""Patel"" clearly marked as the subject and ""Kondaveeti, S."" as the object.",8.914011001586914,
0x451,Patel,is author of,"Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c",Patel,32,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",True,5,5,"The relation ""is author of"" is directly stated in the source sentence, and the entity boundaries (subject and object) are correctly identified. The extracted relation accurately represents the relationship between Patel and his publications.",3.604996919631958,,True,5.0,5.0,"The relation ""Patel is author of"" is directly stated in the sentence as the authors are listed for multiple publications, and the extracted object matches the authors listed for the publication year 2016c. The entity boundaries are correctly identified as the subject and object positions match the characters of the author's name and the authors' list respectively.",7.508886098861694,,True,5,5,"The relation is accurately represented in the sentence as it directly states that Patel is the author of the paper ""Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c"". The entity boundaries are also correctly identified, with ""Patel"" being the subject and the long list of authors being the object.",7.762790203094482,
