relation_id,subject,predicate,object,hub_entity,hub_connectivity,confidence,section,source_paper,source_text,llama3.1_8b_text_accuracy,llama3.1_8b_text_faithfulness,llama3.1_8b_text_boundary_quality,llama3.1_8b_text_justification,llama3.1_8b_text_inference_time,llama3.1_8b_text_error,mistral_7b_text_accuracy,mistral_7b_text_faithfulness,mistral_7b_text_boundary_quality,mistral_7b_text_justification,mistral_7b_text_inference_time,mistral_7b_text_error,phi3_3.8b_text_accuracy,phi3_3.8b_text_faithfulness,phi3_3.8b_text_boundary_quality,phi3_3.8b_text_justification,phi3_3.8b_text_inference_time,phi3_3.8b_text_error,gemma2_9b_text_accuracy,gemma2_9b_text_faithfulness,gemma2_9b_text_boundary_quality,gemma2_9b_text_justification,gemma2_9b_text_inference_time,gemma2_9b_text_error,qwen2.5_1.5b_text_accuracy,qwen2.5_1.5b_text_faithfulness,qwen2.5_1.5b_text_boundary_quality,qwen2.5_1.5b_text_justification,qwen2.5_1.5b_text_inference_time,qwen2.5_1.5b_text_error,deepseek-coder_6.7b_text_accuracy,deepseek-coder_6.7b_text_faithfulness,deepseek-coder_6.7b_text_boundary_quality,deepseek-coder_6.7b_text_justification,deepseek-coder_6.7b_text_inference_time,deepseek-coder_6.7b_text_error
0x1296,The global warming debate,was emphasized on imbalance evidence of human influence on climate,Cheng et al. 2022,,,,Introduction,Copy of Ahmadi & Lackner 202420251113.pdf,"It seems that the global warming debate is increasing following the

publication of Cheng et al. (2022) which was emphasized on imbalance evidence of human influence on climate.",True,5.0,5.0,"The relation is directly stated in the sentence, with the subject ""the global warming debate"" and object ""Cheng et al. (2022)"" clearly identified. The predicate ""was emphasized on imbalance evidence of human influence on climate"" is also accurately extracted from the source sentence.",8.7904372215271,,True,,,"The relation accurately represents the subject, predicate, and object in the source sentence. The predicate is directly stated as ""was emphasized on imbalance evidence of human influence on climate,"" which clearly describes the focus of attention. The subject and object are correctly identified with the subject being ""The global warming debate"" and the object being ""Cheng et al. 2022.""",7.3430891036987305,,True,5.0,5.0,The relation accurately captures a specific aspect of the source text without adding or omitting information that would change its meaning; entity boundaries are well-defined with no overlap between subject and predicate components.,7.295586109161377,,True,3,4,"The relation is partially supported in the sentence, as it mentions Cheng et al.'s work emphasizing imbalance evidence of human influence on climate. While not directly stating ""the global warming debate was emphasized,"" the context implies this connection.  The subject and object are mostly correctly identified, with a slight ambiguity around ""Cheng et al. 2022"" potentially encompassing both the authors and their publication.",9.45353102684021,,True,4,3,"The extracted relation ""was emphasized on imbalance evidence of human influence on climate"" is accurately represented in the source sentence. The subject ""The global warming debate"" and the object ""Cheng et al. 2022"" are correctly identified, but the predicate ""was emphasized on imbalance evidence of human influence on climate"" is not directly stated in the source text as it involves additional information about Cheng et al.'s work that was not explicitly mentioned in the original sentence provided. This makes the faithfulness score a bit lower due to the indirect nature of the relation's statement within the context of the source text.",4.9526050090789795,,True,5.0,4.0,"The subject is clearly stated at the beginning of the sentence (""the global warming debate""), followed by a predicate that describes what happened to it (was emphasized on imbalance evidence of human influence on climate), and then an object (Cheng et al. 2022) which provides more context or details about the subject. The entity boundaries are correctly identified as ""the global warming debate"" being the subject and ""Cheng et al. 2022"" being the object, indicating a clear focus on the relationship between these two entities.",14.226450204849243,
0x124d,the present review,describes,recent findings in methanotrophs,,,,Abstract,Copy of Ahmadi & Lackner 202420251113.pdf,"The present review describes recent findings in methanotrophs including aerobic and anaerobic methanotroph bacteria, phenotypic characteristics, biotechnological potential, their physiology, ecology, and native multi-carbon utilizing pathways, and their molecular biology.",True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that ""The present review describes recent findings in methanotrophs"". The entity boundaries are also correctly identified, with the subject being ""the present review"" and the object being ""recent findings in methanotrophs"", which matches the provided positions.",9.247686862945557,,True,5.0,5.0,"The extracted relation ""describes"" is accurately represented in the sentence, as the review is indeed describing recent findings in methanotrophs. The description is directly stated in the source, making it a score of 5 for faithfulness. The subject and object boundaries are also correctly identified, as they correspond to the actual entities mentioned in the sentence. Therefore, a score of 5 for boundary quality.",7.100735902786255,,True,5.0,5.0,"The extracted relation accurately represents the source sentence as it correctly identifies ""the present review"" (subject) and its description of recent findings in methanotrophs (object). Both boundaries are clearly identified within their respective character positions.",4.384066104888916,,True,5,5,"The relation is directly stated in the sentence, and the subject (""the present review"") and object (""recent findings in methanotrophs"") are correctly identified.",6.86604118347168,,True,4,3,"The extracted relation ""describes"" accurately represents the content of the source sentence. The subject ""the present review"" is correctly identified as describing ""recent findings in methanotrophs,"" which includes information about aerobic and anaerobic methanotroph bacteria, phenotypic characteristics, biotechnological potential, physiology, ecology, and multi-carbon utilizing pathways. While there are some additional details not explicitly stated (e.g., the presence of aerobic and anaerobic methanotroph bacteria), these do not contradict or alter the core meaning of describing recent findings in methanotrophs. The boundaries between subject (""the present review"") and object (""recent findings in methanotrophs"") are correctly identified, with some minor overlap due to the inclusion of additional information within the sentence.",5.71195387840271,,True,5.0,4.0,,12.799861192703247,
0x1253,methanotrophic bacteria,contains genes responsible for encoding,The genes responsible for encoding methane monooxygenase,,,,Key points,Copy of Ahmadi & Lackner 202420251113.pdf,The physiology of methanotrophic bacteria is fundamentally determined. Native multi-carbon utilizing pathways in methanotrophic bacteria are summarized. The genes responsible for encoding methane monooxygenase are discussed. Keywords CH4 fluxes · Greenhouse gas · Methane oxidation · Methanotrophic bacteria,True,5.0,5.0,"The relation is directly stated in the sentence, with the subject ""methanotrophic bacteria"" and object ""The genes responsible for encoding methane monooxygenase"" clearly identified. The entity boundaries are also correctly marked, as they correspond to the exact positions of the subject and object in the source sentence.",9.465059280395508,,True,,,"The extracted relation is accurately represented in the sentence, as it directly states that ""The genes responsible for encoding methane monooxygenase are discussed,"" and these genes are specifically associated with methanotrophic bacteria. The subject and object boundaries are correctly identified, as they correspond to the entities mentioned in the relation.",7.103507995605469,,True,5.0,5.0,"The source sentence directly states that the genes responsible for encoding methane monooxygenase are discussed, which aligns with and supports the extracted relation. Additionally, the subject ""methanotrophic bacteria"" is clearly identified in its proper context within the first four lines of the paragraph provided.",4.750511884689331,,True,3,5,"The relation is present in the sentence, but it's not stated directly. It requires some inference to connect ""methanotrophic bacteria"" with ""the genes responsible for encoding methane monooxygenase"".  The entity boundaries are correctly identified.",7.975038051605225,,True,4,3,"The extracted relation is accurately represented in the source sentence. The subject ""methanotrophic bacteria"" and object ""The genes responsible for encoding methane monooxygenase"" are correctly identified, although the exact positions of these phrases differ slightly from the provided information. The sentence discusses the physiology of methanotrophic bacteria and mentions that the genes responsible for encoding methane monooxygenase are discussed, which aligns with the extracted relation.",4.349045991897583,,True,3.0,4.0,"The relation is accurately represented in the sentence. It states that ""methanotrophic bacteria"" contains genes responsible for encoding, and these are directly stated by mentioning ""The genes responsible for encoding methane monooxygenase"". However, it's not explicitly stated how many of these genes are involved in the process of methane oxidation.",7.5209667682647705,
0x1293,This leads to,considerable controversy among different environmental and atmospheric scientists,several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023),,,,Introduction,Copy of Ahmadi & Lackner 202420251113.pdf,"This leads to considerable controversy among different environmental and atmospheric scientists, as evidenced in several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023).",True,5.0,5.0,"The relation is directly stated in the sentence, with ""This leads to"" clearly identified as the subject and ""several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023)"" as the object.",8.576775312423706,,True,,,"The relation is accurately represented in the sentence, as it directly states that ""This leads to considerable controversy among different environmental and atmospheric scientists."" The controversy is further supported by specific publications mentioned. The entity boundaries are correctly identified, with ""This"" being the subject and ""several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023)"" being the object.",7.966759920120239,,True,5.0,5.0,"The extracted relation is accurately represented in the source sentence, as it clearly states that ""This leads to considerable controversy among different environmental and atmospheric scientists."" Additionally, the object of this statement—several previous publications by Lackner (2015), Harvey et al. (2023), Jansson and Wu (2023)—is correctly identified as evidence for said controversy in the sentence provided.",5.370639085769653,,True,3,4,"The relation is present in the sentence, but it's not stated as directly as possible.  The subject and object are correctly identified, with a slight inaccuracy in that ""several previous publications"" is a broader term than the specific list provided.",7.714975118637085,,True,4,3,"The extracted relation ""This leads to considerable controversy among different environmental and atmospheric scientists, as evidenced in several previous publications (Lackner 2015; Harvey et al. 2023; Jansson and Wu 2023)"" accurately represents the subject-predicate-object structure of the original sentence. The source provides evidence for the controversy through multiple publications by different authors, which aligns with the extracted relation. However, there is a slight mismatch in the object (the specific publications) due to the ellipsis used in the original sentence, but this does not affect the overall accuracy of the extraction.",5.093353986740112,,True,3.0,4.0,"The relation is accurately represented in the sentence. It's stated indirectly, but it does mention that this leads to considerable controversy among different environmental and atmospheric scientists. However, the object entities (previous publications) are not directly mentioned in the sentence.",7.097447872161865,
0x1257,methanotrophic bacteria,has physiology determined by,The physiology of methanotrophic bacteria,,,,Key points,Copy of Ahmadi & Lackner 202420251113.pdf,The physiology of methanotrophic bacteria is fundamentally determined. Native multi-carbon utilizing pathways in methanotrophic bacteria are summarized. Keywords CH4 fluxes · Greenhouse gas · Methane oxidation · Methanotrophic bacteria,True,4.0,5.0,"The relation is accurately represented in the sentence, as it states that the physiology of methanotrophic bacteria is determined. The entity boundaries are correctly identified, with ""methanotrophic bacteria"" serving as both subject and object.",8.648891925811768,,True,,,"The relation ""has physiology determined by"" is accurately represented in the sentence, as it directly states that the physiology of methanotrophic bacteria is fundamentally determined. The subject and object boundaries are also correctly identified, as they both refer to ""methanotrophic bacteria"" and its physiology respectively.",7.081827878952026,,True,5.0,5.0,"The source sentence directly states that the physiology of methanotrophic bacteria is fundamentally determined, which aligns with and supports the extracted relation. Additionally, the subject ""methanotrophic bacteria"" and object ""The physiology of methanotrophic bacteria"" are correctly identified at their respective positions in the sentence without any misplacement or omission.",5.082445859909058,,True,3,4,"The relation is present in the sentence, but it's not explicitly stated. It's implied by the phrase ""The physiology of methanotrophic bacteria is fundamentally determined.""  The subject and object are mostly correctly identified, with a slight overlap between the two.",7.815927743911743,,True,4,3,"The extracted relation ""has physiology determined by"" is accurately represented in the source sentence. The subject ""methanotrophic bacteria"" and the object ""The physiology of methanotrophic bacteria"" are correctly identified, although the exact wording differs slightly from the original extraction. The source provides a general statement about the fundamental determination of the physiology of methanotrophic bacteria, which aligns with the extracted relation.",4.393102169036865,,True,3.0,4.0,"The relation is accurately represented in the sentence. It states that ""The physiology of methanotrophic bacteria"" has a physiology determined by, which aligns with the extracted relation. However, it's not directly stated and thus falls under the category of partially supported. Also, the entity boundaries are correctly identified as ""methanotrophic bacteria"" is the subject and ""The physiology of methanotrophic bacteria"" is the object.",8.526851892471313,
0x1248,advanced genetic analysis with ecological insights,pioneers a holistic approach to unraveling the biopotential of methanotrophs,offering unprecedented avenues for biotechnological applications,,,,Abstract,Copy of Ahmadi & Lackner 202420251113.pdf,"By amalgamating advanced genetic analysis with ecological insights, this study pioneers a holistic approach to unraveling the biopotential of methanotrophs, offering unprecedented avenues for biotechnological applications.",True,5.0,5.0,"The relation is directly stated in the sentence, with the subject and object phrases clearly identified. The entity boundaries are also correctly marked, as the subject phrase starts at character 16 and ends at character 66, and the object phrase starts at character 157 and ends at character 221.",9.158928155899048,,True,,,"The extracted relation accurately reflects the main subject, predicate, and object of the sentence. The system correctly identified the subject as ""advanced genetic analysis with ecological insights,"" which is pioneering a holistic approach to unraveling the biopotential of methanotrophs (predicate). The object, offering unprecedented avenues for biotechnological applications, is also correctly identified. The system's boundary identification is perfect as it accurately pinpointed the subject and object positions in the sentence.",8.626299858093262,,True,5.0,5.0,"The extracted relation is accurately represented in the source sentence, as it clearly states that by combining advanced genetic analysis with ecological insights (subject), this study pioneers a holistic approach to unraveling methanotrophs' biopotential and offers new opportunities for applications (object). The boundaries of subject and object are correctly identified within the sentence.",4.85300087928772,,True,4,5,"The relation accurately reflects the sentence's meaning, though it's paraphrased slightly.  The subject and object are precisely identified within the source text.",6.763973236083984,,True,4,3,"The extracted relation is accurately represented in the source sentence. The subject ""advanced genetic analysis with ecological insights"" corresponds to the phrase ""advanced genetic analysis with ecological insights"" in the source, and the object ""offering unprecedented avenues for biotechnological applications"" aligns with ""offering unprecedented avenues for biotechnological applications."" The extracted relation is partially supported by the statement that this study pioneers a holistic approach to unraveling the biopotential of methanotrophs. However, it does not fully capture all aspects of the original sentence due to some minor differences in wording and structure.",4.88323974609375,,True,5.0,5.0,"The subject and object are clearly stated in the source sentence, making them perfect matches to the extracted relation.",13.002981185913086,
0x1243,global warming,is caused by,an increase in the average temperature on Earth,,,,Abstract,Copy of Ahmadi & Lackner 202420251113.pdf,"The potential consequences for mankind could be disastrous due to global warming, which arises from an increase in the average temperature on Earth.",True,4.0,5.0,"The relation is accurately represented in the sentence, with ""global warming"" being the cause and ""an increase in the average temperature on Earth"" being the effect. The entity boundaries are correctly identified, with ""global warming"" starting at character 66 and ""an increase in the average temperature on Earth"" starting at character 100.",9.089331150054932,,True,5.0,5.0,"The relation ""global warming is caused by an increase in the average temperature on Earth"" is directly stated in the source sentence. The subject, object, and their boundaries are correctly identified and aligned with the original text.",5.675884962081909,,True,5.0,5.0,"The extracted relation is directly stated in the source sentence, and both subject (global warming) and object (an increase in average temperature on Earth) are clearly identified within their respective character positions.",3.795511245727539,,True,3,5,"The relation is present in the sentence, but it's not stated directly. It's implied through the phrase ""which arises from.""  The entity boundaries for both subject and object are correctly identified.",7.085050106048584,,True,4,3,"The extracted relation ""global warming is caused by an increase in the average temperature on Earth"" accurately represents the source sentence. The subject, ""global warming,"" matches the identified entity from characters 66-80. The object, ""an increase in the average temperature on Earth,"" aligns with the identified entity from characters 100-147. While there is a slight mismatch due to the inclusion of ""on Earth"" in the source sentence, it does not significantly alter the core meaning or relation being conveyed. Therefore, this extraction is considered faithful and correctly identifies the subject and object boundaries.",5.2295942306518555,,True,3.0,4.0,"The subject ""global warming"" is directly stated as being the cause of the problem, while the object ""an increase in the average temperature on Earth"" is indirectly mentioned through the phrase ""which arises from an increase in the average temperature on Earth"". This makes it a partially supported relation.",11.937952995300293,
0x7aac,reverse tricarboxylic acid cycle,is,rTCA,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is directly stated in the sentence, with ""reverse tricarboxylic acid cycle"" explicitly mentioned as the subject and ""rTCA"" as its object. The entity boundaries are also correctly identified, with no overlap or underlap between the subject and object positions.",9.19565200805664,,False,,,"The extracted relation ""reverse tricarboxylic acid cycle is rTCA"" is not present in the provided sentence. The term ""rTCA"" appears in the source, but it's not related to being is or identified as anything in the given context.",6.945316791534424,,False,,,,16.329840898513794,,True,3,4,"The relation is accurate as ""reverse tricarboxylic acid cycle"" does indeed refer to ""rTCA"". However, the sentence doesn't explicitly state this relationship; it simply lists both terms. The entity boundaries are mostly correct, capturing the full terms accurately.",8.509311199188232,,True,4,3,"The extracted relation ""reverse tricarboxylic acid cycle is rTCA"" accurately represents the source sentence. The subject position (characters 522-554) and object position (characters 516-520) correctly identify ""reverse tricarboxylic acid cycle"" as the subject and ""rTCA"" as the object, respectively. However, it is partially supported due to the use of abbreviations (""rTCA""), which may not be universally recognized or easily understood without additional context.",4.917098045349121,,True,3.0,4.0,"The extracted relation is partially supported by the source sentence. The subject and object are correctly identified, but the predicate (is) might be missing or not directly stated in the sentence.",19.335617065429688,
0x7aa8,ANME,are,anaerobic methanotrophic archaea,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is directly stated in the sentence, with ""ANME"" explicitly mentioned as a subject and ""anaerobic methanotrophic archaea"" as its object. The entity boundaries are also correctly identified, with no overlap or missing parts.",8.932953834533691,,True,,,"The extracted relation ""ANME are anaerobic methanotrophic archaea"" is directly stated in the source sentence, where ANME and anaerobic methanotrophic archaea are clearly identified as subjects and objects respectively.",7.088984966278076,,True,5.0,5.0,"The source sentence directly states that ANME are anaerobic methanotrophic archaea, which accurately represents the extracted relation. Both subject and object boundaries in the extraction match exactly with their positions within the original text.",4.897050142288208,,True,3,5,"The relation is present in the sentence, but it's not directly stated. It's implied by the context. The entity boundaries are correctly identified as ""ANME"" and ""anaerobic methanotrophic archaea"".",7.760810136795044,,True,4,3,"The extracted relation ""are"" is correctly represented in the source sentence, which states ""ANME are anaerobic methanotrophic archaea."" This directly matches the subject and object provided. However, the entity boundaries (subject and object) are not perfectly identified as they span across multiple words, indicating a moderate level of correctness.",4.173011064529419,,True,4.0,5.0,"The extracted relation accurately represents the subject and predicate, but the object is not directly stated in the sentence. However, it can be inferred from other terms related to anaerobic methanotrophic archaea such as ""anaerobic methane oxidation"" or ""methanol condensation cycle"".",20.610926866531372,
0x7aa6,Wood-Ljungdahl pathway,is,WLP,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is directly stated in the sentence, with ""Wood-Ljungdahl pathway"" as the subject and ""WLP"" as its abbreviation. The entity boundaries are correctly identified, with the subject starting at character 561 and the object at character 556.",9.06487488746643,,False,,,"The extracted relation ""Wood-Ljungdahl pathway is WLP"" is not present in the source sentence. The term ""WLP"" only appears as an abbreviation for ""Wood-Ljungdahl pathway,"" so it cannot be used as an object in this context.",7.524420976638794,,False,,,"The source text does not contain any information about either 'Wood-Ljungdahl pathway' (subject) or its abbreviation 'WLP' (object). Therefore, there is no basis for this extraction within the provided sentence; hence it cannot be accurate nor faithful. Additionally, without relevant context to identify boundaries of subject and object entities in relation to WLP, we can only assume that they are completely wrongly identified here as well.",10.140563011169434,,True,3,5,"The relation is implied in the list as ""WLP"" is presented as an abbreviation for ""Wood-Ljungdahl pathway"". While not directly stated, it's a clear and common abbreviation. The entity boundaries are correctly identified.",8.068855047225952,,True,4,3,"The extracted relation ""Wood-Ljungdahl pathway is WLP"" accurately represents the source sentence. The subject position (characters 561-583) and object position (characters 556-559) correctly identify the Wood-Ljungdahl pathway as being related to WLP, which matches the extracted relation provided in the question. However, it is not directly stated but rather inferred from the context of the source sentence, indicating a partial support level on the faithfulness scale. The boundaries are partially correct due to the proximity of other entities and relations within the same sentence, hence rated as 3 out of 5.",5.329117774963379,,True,5.0,5.0,The extracted relation is directly stated in the source sentence. Both subject and object are correctly identified with their respective positions.,18.052563905715942,
0x7a88,San Diego,is located in,California,,,,M.G. Kalyuzhnaya,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"Biology Department, Viral Information Institute, San Diego State University, San Diego, California, USA",True,4.0,5.0,"The relation is accurately represented in the sentence, as San Diego is indeed located in California. The entity boundaries are correctly identified, with ""San Diego"" clearly marked as the subject and ""California"" as the object.",8.05367398262024,,True,5.0,5.0,"The relation ""is located in"" is directly stated between San Diego and California in the source sentence. The city of San Diego is located within the state of California, as mentioned explicitly in the text. The entity boundaries are correctly identified as the subject and object positions correspond to the correct entities in the sentence.",5.9958720207214355,,True,5.0,5.0,"The source sentence directly states that San Diego is located in California, which accurately represents the extracted relation. Additionally, entity boundaries are correctly identified as ""San Diego"" and ""California.""",3.822383165359497,,True,3,5,"The relation is implied in the sentence, as San Diego is listed before California. While not explicitly stated as ""is located in,"" the order suggests a geographical relationship.  The entity boundaries for both subject and object are correctly identified.",7.187113285064697,,True,4,3,"The extracted relation ""is located in"" is accurately represented by the source sentence, with the subject being San Diego and the object being California. The entity boundaries are correctly identified as characters 49-58 for San Diego and characters 88-98 for California, which matches the provided positions. However, there is a slight mismatch in faithfulness due to the fact that ""San Diego"" is not explicitly stated but implied by the context of being part of ""San Diego State University."" This makes it partially supported rather than directly stated.",4.657917022705078,,True,5.0,4.0,,11.720191955566406,
0x7aa4,single-cell protein,is,SCP,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is directly stated in the sentence, with ""single-cell protein"" being the subject and ""SCP"" being its abbreviation as the object. The entity boundaries are correctly identified, with no overlap or underlap between the subject and object positions.",8.859255075454712,,True,,,"The extracted relation ""single-cell protein is SCP"" is directly stated in the source, as the subject and object are identical. The entity boundaries are correctly identified since both the subject and object refer to the same term ""single-cell protein"".",6.676219940185547,,False,,,,10.943302869796753,,True,3,5,"The relation ""single-cell protein is SCP"" is implied in the text as it provides a definition for SCP. While not directly stated, the context clearly links the two terms.  The entity boundaries are correctly identified as ""single-cell protein"" and ""SCP"".",8.406015872955322,,True,4,3,"The extracted relation ""single-cell protein"" is correctly identified as the object of the predicate ""is,"" which matches the source sentence. However, the subject position in the source sentence does not match the actual subject of the extracted relation (which is ""single-cell protein""). This indicates a boundary quality rating of 3, meaning it is partially supported but not directly stated.",4.2052741050720215,,True,5.0,5.0,"The extracted relation accurately represents the relationship between the subject (single-cell protein) and object (SCP). Both terms are clearly stated in the source sentence. The entity boundaries are correctly identified as ""single-cell protein"" at position 464-483 and ""SCP"" at position 459-462.",19.228877782821655,
0x7aaa,polyhydroxybutyrate,is,PHB,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is directly stated in the sentence, with ""polyhydroxybutyrate"" being explicitly mentioned as a subject and its abbreviation ""PHB"" as an object. The entity boundaries are also correctly identified, with no overlap or underlap between the subject and object positions.",9.160616159439087,,True,,,"The extracted relation ""polyhydroxybutyrate is PHB"" is directly stated in the source as ""PHB"" is listed as one of the abbreviations, and it corresponds to ""polyhydroxybutyrate"". The entity boundaries are correctly identified since both the subject and object are explicitly mentioned in the sentence.",7.409958839416504,,False,,,"The relation accurately represents that polyhydroxybutyrate (PHB) refers to a biopolymer produced by certain bacteria, which aligns perfectly with common scientific knowledge about PHB as an energy storage compound in microorganisms and its abbreviation. Entity boundaries are clear within the specified positions without interference from other terms or entities mentioned earlier in the text list provided.",9.245167970657349,,True,3,5,"While the relation ""polyhydroxybutyrate is PHB"" is technically correct, it's not directly stated in the text. The sentence provides a list of terms and their definitions, implying that PHB is an abbreviation for polyhydroxybutyrate.  The entity boundaries are correctly identified as they correspond to the actual words ""polyhydroxybutyrate"" and ""PHB"".",9.430864095687866,,True,4,3,"The extracted relation ""is"" correctly identifies polyhydroxybutyrate (PHB) as the subject and PHB as the object in the source sentence. While the exact positions of these entities are not explicitly stated, they can be inferred from the context provided in the source text. The boundary quality is considered moderate because while the entities are present, their precise positioning within the sentence might require additional context to confirm definitively.",4.415578126907349,,True,,,"The subject and object are correctly identified in the sentence. However, the relation is not directly stated in the source sentence. It seems like a knowledge base or database entry for ""polyhydroxybutyrate"" might be more accurate representation of this relation.",18.827432870864868,
0x7aa3,partial serine cycle,is,pSC,,,,Abbreviations,Copy of Methane Biocatalysis - Selecting the Right Microbe20251113.pdf,"AMO

arobic methane oxidation

ANME

anaerobic methanotrophic archaea

AnMO

anaerobic methane oxidation

BS

bifidobacterium shunt

CBB

Calvin-Benson-Bassham cycle

CCE

carbon conversion efficiency

DCW

dry cell weight

EDD pathway

Entner-Doudoroff pathway

EMP pathway

Embden-Meyerhof-Parnas pathway

MCC

methanol condensation cycle

PHB

polyhydroxybutyrate

RuMP pathway

ribulose monophosphate pathway

SC

serine cycle

pSC

partial serine cycle

SCP

single-cell protein

TCA

tricarboxylic acid cycle

rTCA

reverse tricarboxylic acid cycle

WLP

Wood-Ljungdahl pathway",True,5.0,5.0,"The relation is directly stated in the sentence, with ""partial serine cycle"" being the subject and ""pSC"" being its corresponding object. The entity boundaries are correctly identified as they match the exact positions of the subject and object in the source sentence.",9.487897872924805,,True,,,"The extracted relation ""partial serine cycle is pSC"" is directly stated in the source sentence, as the subject and object are mentioned explicitly. The boundaries of the subject and object are correctly identified, as they correspond to the characters specified in the question.",6.715188980102539,,False,,,"The source sentence does discuss methane oxidation pathways, but it fails to establish a direct link between them and the partial serine cycle or pSC within its scope; thus, while entities are present at their designated positions, they do not accurately represent the intended relation.",9.408207178115845,,True,5,5,"The sentence directly states ""partial serine cycle"" and ""pSC"" as synonyms. Both entity boundaries are correctly identified.",6.548509836196899,,True,4,3,"The extracted relation ""is"" correctly identifies the partial serine cycle as an object within the source sentence, which is ""pSC"". This matches the subject position and object position provided. However, it's noted that this is a partially supported statement due to potential hallucinations in the original text.",3.984921932220459,,True,5.0,5.0,"The extracted relation is directly stated in the source sentence. Both subject and object are correctly identified, indicating perfect quality of boundaries.",17.243623971939087,
