relation_id,subject,predicate,object,hub_entity,hub_connectivity,confidence,section,source_paper,source_text,llama3.2_3b_text_accuracy,llama3.2_3b_text_faithfulness,llama3.2_3b_text_boundary_quality,llama3.2_3b_text_justification,llama3.2_3b_text_inference_time,llama3.2_3b_text_error,mistral_7b_text_accuracy,mistral_7b_text_faithfulness,mistral_7b_text_boundary_quality,mistral_7b_text_justification,mistral_7b_text_inference_time,mistral_7b_text_error,llama3.1_8b_text_accuracy,llama3.1_8b_text_faithfulness,llama3.1_8b_text_boundary_quality,llama3.1_8b_text_justification,llama3.1_8b_text_inference_time,llama3.1_8b_text_error
0x621,Patel,is co-author with,"Kumar, V.",Patel,32,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",,,,,16.795225858688354,,True,5.0,5.0,"The relation ""is co-author with"" is directly stated in the source sentence as Patel is listed as a co-author with various authors in multiple publications. The subject and object boundaries are correctly identified, as the subject ""Patel"" is the author mentioned at the beginning of each publication, while ""Kumar, V."" is one of the co-authors listed in the 2018b and 2020a publications.",7.9872541427612305,,,,,,5.607976913452148,
0x4fd,Methane,is also called,a short-term enforcer,Methane,20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Methane  is  the  smallest  of  the  hydrocarbon  family  in  its  most reduced form, which means it is packed with potential energy. It is also a major greenhouse gas (GHG) which is also called a short-term enforcer, i.e. it persists in the atmosphere for shorter duration, as compared to carbon dioxide (CO2) that can stay in atmosphere for thousand years, but its heating effect is much more potent than that of CO2. Thus, even with a shorter lifespan, methane has 28 -34 times higher global warming potential over a period of 100 years than that of CO2  due to its higher solar  radiation  capturing  efficiency  (Priyadarsini  et  al.,  2020).",,,,,2.678380012512207,,False,,,"The relation ""is also called"" is partially supported in the sentence as methane is indeed referred to as a short-term enforcer, but this term is specifically used in reference to its greenhouse gas properties, not as a general name for methane. Therefore, the extracted relation does not accurately represent the information provided in the source sentence. The entity boundaries are correctly identified, however, as ""Methane"" and ""a short-term enforcer"" are both explicitly mentioned in the text.",7.177297115325928,,,,,,4.361271142959595,
0x5ef,Sweeney,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",,,,,3.7116849422454834,,True,,,"The sentence explicitly lists Sweeney as one of the authors, which confirms that he is indeed an author of the paper. The subject and object boundaries are correctly identified because they correspond to the actual positions of Sweeney's name in the author list.",5.554330110549927,,,,,,5.006147146224976,
0x455,Patel,is author of,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a",Patel,32,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",,,,,3.306199073791504,,True,5.0,5.0,"The relation ""is author of"" is accurately represented in the sentence as the authors listed are indeed the authors of a paper. The relation is directly stated in the source. The entity boundaries (subject and object) are correctly identified, as the subject ""Patel"" is the author and the object is the list of co-authors for the specific paper.",7.426983118057251,,,,,,6.344475984573364,
0x525,Methanotrophs,are present in abundance in,rice fields,Methanotrophs,15,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Major  sources  of  methanotrophs  include  agricultural  rice  fields, natural gas fields, dairy and cattle industries, etc. It is interesting to note that majority of methane (90 %) emitted in the wetland rice fields comes from the vascular transport system within the rice plants instead of ebullition or diffusion through the rhizosphere. The rate at which methane is emitted is much less ( < 20 %) than the actual rate of production in the rice fields. The difference in the  rate  of  production  and  emission  can  be  explained  by  methane oxidation by the methanotrophs present in the oxic regions of the rice roots  and  rhizospheres  (Conrad  and  Rothfuss,  1991). Thus,  they  are present in abundance in rice fields and they act as the main methane sink where they capture around 20 % of methane evolved due to decaying of water-logged  organic  matter  (Rahalkar  et  al.,  2021). The  conversion efficiencies  of  transported  methane  by  methanotrophs  remain  in  the range of 70 -95 % in the soil-water interface (Epp and Chanton, 1993; Gilbert  and  Frenzel,  1995). The  rice  field  rhizosphere  community comprises of type I and type II methanotrophs. In fact, no Type I methanotrophs had been isolated from rice rhizosphere, rice roots, bulk soil or floodwater and  only  their  presence  was  confirmed  using  molecular  techniques (Dianou et al., 2012; Pandit et al., 2016; Takeda et al., 2008). Several methanotrophs  with pmoA lineages  from  rice  paddy  cluster  (e.g., RPC1 -3)  have  been  detected  but  remain  uncultured  till  date  (Knief, 2015; Lüke et al., 2014). Methanol production capability of these methanotrophs is yet to be studied. Thus, rice field was chosen for this study since  they  are  a  breaming  source  of  methanotrophs  and  they  are commonly found across India.",,,,,3.6370849609375,,True,5.0,5.0,"The relation ""Methanotrophs are present in abundance in rice fields"" is directly stated in the sentence. The subject and object boundaries are correctly identified as ""methanotrophs"" and ""rice fields"", respectively, since these entities are explicitly mentioned in the source text.",6.473598003387451,,,,,,6.580772876739502,
0x610,Lin,is author of,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001","Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001",20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Jiang, D., Ge, X., Lin, L., Chen, Z., Zhang, Q., Li, Y., 2023. Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001. Transcriptomic profiling of Methylococcus capsulatus (Bath) during growth with two different methane monooxygenases.",,,,,3.964211940765381,,True,,,"The extracted relation ""Lin is author of Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001"" is accurately represented in the sentence as it clearly states that Lin is an author of the paper mentioned. The relation is directly stated and there are no ambiguities or errors in the extraction. The entity boundaries (subject and object) are correctly identified as ""Lin"" is the subject who is an author, and the object is the list of authors and the publication year which is mentioned after Lin's name in the source sentence.",9.62927794456482,,,,,,5.371006965637207,
0x3fb,Trotsenko,is author of,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001","Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001",20,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001.",,,,,4.086320877075195,,True,,,"The relation ""is author of"" is accurately represented in the sentence, as Trotsenko is listed among the authors. The relation is directly stated since his name appears in the list of authors. The entity boundaries are correctly identified, as both the subject and object positions correspond to the correct entities in the source sentence.",5.848574161529541,,,,,,5.4138641357421875,
0xd2,Methanotrophs,are sources of,Natural gas fields,Methanotrophs,15,,A B S T R A C T,Copy of A. Priyadarsini et al. 202320251115.pdf,"Major  sources  of  methanotrophs  include  agricultural  rice  fields, natural gas fields, dairy and cattle industries, etc. The difference in the  rate  of  production  and  emission  can  be  explained  by  methane oxidation by the methanotrophs present in the oxic regions of the rice roots  and  rhizospheres  (Conrad  and  Rothfuss,  1991). The  conversion efficiencies  of  transported  methane  by  methanotrophs  remain  in  the range of 70 -95 % in the soil-water interface (Epp and Chanton, 1993; Gilbert  and  Frenzel,  1995). The  rice  field  rhizosphere  community comprises of type I and type II methanotrophs. In fact, no Type I methanotrophs had been isolated from rice rhizosphere, rice roots, bulk soil or floodwater and  only  their  presence  was  confirmed  using  molecular  techniques (Dianou et al., 2012; Pandit et al., 2016; Takeda et al., 2008). Several methanotrophs  with pmoA lineages  from  rice  paddy  cluster  (e.g., RPC1 -3)  have  been  detected  but  remain  uncultured  till  date  (Knief, 2015; Lüke et al., 2014). Methanol production capability of these methanotrophs is yet to be studied. Thus, rice field was chosen for this study since  they  are  a  breaming  source  of  methanotrophs  and  they  are commonly found across India.",,,,,2.780780076980591,,True,,,"The subject ""methanotrophs"" is explicitly mentioned as a source, and the object ""natural gas fields"" is listed among the major sources of methanotrophs. However, the relation is only partially supported because the sentence implies that there are multiple sources, not just natural gas fields.",8.297968864440918,,,,,,6.2789390087127686,
0x45d,Patel,is author of,"Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c",Patel,32,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Jeong, J.H., Mehariya, S., Otari, S.V., Madan, B., Haw, J.R., Lee, J.K., Zhang, L., Kim, I.W., 2016a. Patel, S.K.S., Mardina, P., Kim, D., Kim, S.Y., Kalia, V.C., Kim, I.W., Lee, J.K., 2016b. Patel, S.K.S., Mardina, P., Kim, S.Y., Lee, J.K., Kim, I.W., 2016c. Patel, S.K.S., Singh, R.K., Kumar, A., Jeong, J.H., Jeong, S.H., Kalia, V.C., Kim, I.W., Lee, J.K., 2017. Patel, S.K.S., Kondaveeti, S., Otari, S.V., Pagolu, R.T., Jeong, S.H., Kim, S.C., Cho, B.K., Kang, Y.C., Lee, J.K., 2018a. Patel, S.K.S., Kumar, V., Mardina, P., Li, J., Lestari, R., Kalia, V.C., Lee, J.K., 2018b. Patel, S.K.S., Jeon, M.S., Gupta, R.K., Jeon, Y., Kalia, V.C., Kim, S.C., Cho, B.K., Kim, D. R., Lee, J.K., 2019. Patel, S.K.S., Gupta, R.K., Kondaveeti, S., Otari, S.V., Kumar, A., Kalia, V.C., Lee, J.K., 2020a. Patel, S.K.S., Gupta, R.K., Kumar, V., Kondaveeti, S., Kumar, A., Das, D., Kalia, V.C., Lee, J.K., 2020b. https://doi.org/10.1007/ s12088-020-00883-6.

Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c. Patel, S.K.S., Shanmugam, R., Kalia, V.C., Lee, J.K., 2020d.",,,,,3.3051578998565674,,True,5.0,5.0,"The extracted relation ""Patel is author of Patel, S.K.S., Kalia, V.C., Joo, J.B., Kang, Y.C., Lee, J.K., 2020c"" is directly stated in the source sentence as the authors are listed for each publication. The entity boundaries are correctly identified as the subject ""Patel"" and the object is the list of authors including ""Patel"" from the given publication year 2020c.",8.860337972640991,,,,,,8.117850065231323,
0x602,McDonald,is author of,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001","Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001",20,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001.",,,,,3.933319091796875,,True,,,"The relation ""McDonald is author of"" is accurately represented in the sentence as McDonald is listed among the authors. The relation is directly stated, and the entity boundaries are correctly identified since both subject and object are correctly extracted from the source sentence.",5.151808977127075,,,,,,5.448981046676636,
0x412,Suzina,is author of,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001","Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001",20,,References,Copy of A. Priyadarsini et al. 202320251115.pdf,"Kaluzhnaya, M., Khmelenina, V., Eshinimaev, B., Suzina, N., Nikitin, D., Solonin, A., Lin, J.L., McDonald, I., Murrell, C., Trotsenko, Y., 2001.",,,,,4.253304958343506,,True,,,"The relation ""is author of"" is accurately represented in the sentence, as Suzina is listed among the authors. The relation is directly stated since it is explicitly shown by her presence in the list of authors. The entity boundaries are correctly identified, as both the subject and object positions correspond to the correct entities in the source sentence.",5.832367181777954,,,,,,5.536484956741333,
0x601,Peischl,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",,,,,3.6468281745910645,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as Peischl is listed among the authors. The relation is directly stated, as it is explicitly shown that he is one of the authors of the paper. The entity boundaries are correctly identified, as both the subject and object positions correspond to the correct entities in the source sentence.",6.0063560009002686,,,,,,5.593478202819824,
0x635,Patel,is author of,"Patel, S.K.S., Kalia, V.C., Lee, J.K., 2023. Integration of biogas derived from dark fermentation and anaerobic digestion of biowaste to enhance methanol production by methanotrophs.",Patel,32,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Patel, S.K.S., Gupta, R.K., Kalia, V.C., Lee, J.K., 2021. Patel, S.K.S., Kalia, V.C., Lee, J.K., 2023.",,,,,3.0066187381744385,,False,,,"The relation ""is author of"" is not accurately represented in the sentence as there is no mention of any paper or publication being authored by Patel. The sentence only mentions the authors' names without specifying any work they are associated with.",4.968456029891968,,,,,,4.960652589797974,
0x60d,Brandt,is author of,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017","Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017",14,,Cross-chunk Analysis,Copy of A. Priyadarsini et al. 202320251115.pdf,"Gvakharia, A., Kort, E.A., Brandt, A., Peischl, J., Ryerson, T.B., Schwarz, J.P., Smith, M. L., Sweeney, C., 2017.",,,,,3.7041869163513184,,True,,,"The extracted relation ""is author of"" is accurately represented in the sentence as Brandt is listed among the authors. The relation is directly stated, and the entity boundaries are correctly identified since both the subject and object are correctly positioned in the source sentence.",5.047399044036865,,,,,,5.481132984161377,
