relation_id,subject,predicate,object,hub_entity,hub_connectivity,confidence,section,source_paper,source_text,llama3.2_3b_text_accuracy,llama3.2_3b_text_faithfulness,llama3.2_3b_text_boundary_quality,llama3.2_3b_text_justification,llama3.2_3b_text_inference_time,llama3.2_3b_text_error,mistral_7b_text_accuracy,mistral_7b_text_faithfulness,mistral_7b_text_boundary_quality,mistral_7b_text_justification,mistral_7b_text_inference_time,mistral_7b_text_error,llama3.1_8b_text_accuracy,llama3.1_8b_text_faithfulness,llama3.1_8b_text_boundary_quality,llama3.1_8b_text_justification,llama3.1_8b_text_inference_time,llama3.1_8b_text_error
0x2130,commercial methane to methanol conversion,requires high temperatures and pressures,in an energy intensive and costly process,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,"Commercial  methane  to  methanol  conversion  requires  high  temperatures  and pressures, in an energy intensive and costly process.",True,5.0,4.0,"The relation is accurately represented in the sentence, as it directly states that commercial methane to methanol conversion requires high temperatures and pressures. The object ""in an energy intensive and costly process"" is also correctly positioned within the sentence.",3.301607370376587,,True,,,"The extracted relation accurately reflects the information in the source sentence, as it directly states that commercial methane to methanol conversion requires high temperatures and pressures, which is energy intensive and costly. The entity boundaries are correctly identified, as the subject, predicate, and object are all clearly defined in the sentence.",5.2074151039123535,,True,5.0,5.0,"The relation is directly stated in the sentence, with no need for inference or interpretation. The entity boundaries (subject and object) are also correctly identified, as ""commercial methane to methanol conversion"" is clearly the subject performing the action described by the predicate, and ""in an energy intensive and costly process"" accurately describes the conditions under which this conversion occurs.",5.689927816390991,
0x2149,PHB,is a polymer produced by,methanotrophic bacteria,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,"In contrast methanotrophic bacteria perform the desired transformation under ambient conditions, using methane monooxygenase (MMO) enzymes. In situ product removal; CytC: Cytochrome c; PHB:",True,4.0,3.0,"The relation is accurately represented in the sentence, as it states that PHB is produced by methanotrophic bacteria. However, the faithfulness rating is not a perfect score because while the relation is stated, the sentence also provides additional context and information about the transformation process, which may be considered secondary or supporting evidence rather than direct confirmation of the relation. The boundary quality rating is 3 because the subject and object positions are generally correct, but there might be some minor discrepancies in punctuation or formatting that could affect the accuracy of the extraction.",4.18504786491394,,True,,,"The sentence mentions that methanotrophic bacteria produce methane monooxygenase (MMO), and later PHB is mentioned without any explicit statement about its production. However, in the context of microbial metabolism, it can be inferred that PHB might be a product produced by methanotrophic bacteria. The subject and object boundaries are correctly identified as ""PHB"" and ""methanotrophic bacteria"", respectively.",7.360502004623413,,True,4.0,5.0,"The relation is accurately represented in the sentence, with ""PHB"" being mentioned as a product of methanotrophic bacteria. The entity boundaries are correctly identified, with ""PHB"" clearly marked as the subject and ""methanotrophic bacteria"" as the object.",5.099021673202515,
0x2140,methane,is a component of,natural gas,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,"Abstract: Sources of methane are numerous, and vary greatly in their use and sustainable credentials. A Jekyll and Hyde character, it is a valuable energy source present as geological deposits of natural gas, however it is also potent greenhouse gas, released during many waste management processes. Gas-to-liquid technologies are being investigated as a means to exploit and monetise non-traditional and unutilised methane sources. The product identified as having the greatest potential is methanol due to it being a robust, commercially mature conversion process from methane and its beneficial fuel  characteristics. Commercial  methane  to  methanol  conversion  requires  high  temperatures  and pressures, in an energy intensive and costly process. In contrast methanotrophic bacteria perform the desired transformation under ambient conditions, using methane monooxygenase (MMO) enzymes. Although  biotechnological  applications  of  methanotrophic  bacteria have been reviewed in part, no review has comprehensively covered progress and challenges for a methane  to  methanol  process  from  an  industrial  perspective. All  published  examples  to  date  of methanotroph catalysed conversion of methane to methanol are collated, and standardised to allow direct comparison. The focus will be on conversion of methane to methanol by whole-cell, wild type, methanotroph cultures, and the potential for their application in an industrially relevant process. Keywords: methanotrophs;  methane  monooxygenase;  gas-to-liquid;  methane  partial  oxidation; biocatalysis; methanol synthesis

Abbreviations: MMO: Methane monooxygenase; GTL: Gas-to-liquid;  CNG:  Compressed  natural gas;  LNG:  Liquified  natural  gas;  MTBE: Methane  monooxygenase;  sMMO:  Soluble  methane  monooxygenase;  pMMO:  Particulate methane monooxygenase; MDH: Methanol dehydrogenase; FADH:",True,5.0,5.0,"The relation ""is a component of"" is directly stated in the sentence, with the subject ""methane"" and object ""natural gas"" clearly identified. The sentence explicitly mentions that methane is present as geological deposits of natural gas, making this relation accurately represented.",3.2483038902282715,,True,,,"The sentence explicitly states that methane is a component of natural gas, making the relation accurate. The subject and object are correctly identified as ""methane"" and ""natural gas"", respectively, in the given context.",6.230082035064697,,True,5.0,5.0,"The relation is directly stated in the sentence as ""it is a valuable energy source present as geological deposits of natural gas"", where methane and natural gas are explicitly mentioned. The entity boundaries (subject: methane, object: natural gas) are also correctly identified based on their positions in the sentence.",6.00288987159729,
0x2109,Aimspress,publishes,Journal,,,,Front Matter,Copy of Bjorck et al. 201820251115.pdf,http://www.aimspress.com/journal/Bioengineering,,,,,4.089679956436157,,True,5.0,5.0,"The sentence clearly states that the website URL belongs to a journal published by Aimspress. The subject, Aimspress, publishes the object, Journal, as directly stated in the source.",3.867720365524292,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Aimspress"" explicitly mentioned as the publisher and ""Journal"" as the publication. The entity boundaries are also correctly identified, with ""aimspress"" starting at character 11 and ""journal"" starting at character 25.",4.637695074081421,
0x2108,Journal,is about,Bioengineering,,,,Front Matter,Copy of Bjorck et al. 201820251115.pdf,http://www.aimspress.com/journal/Bioengineering,True,5.0,5.0,"The relation ""is about"" is directly stated in the source sentence, and the entity boundaries (subject and object) are correctly identified as ""journal"" and ""Bioengineering"", respectively.",2.331279754638672,,True,5.0,5.0,"The sentence clearly states that the provided URL is for a journal named ""Bioengineering"", which accurately reflects the relation between the subject (Journal), predicate (is about), and object (Bioengineering). The relation is directly stated in the source, making it a perfect match. The entity boundaries are also correctly identified as the subject and object positions correspond to the actual entities in the sentence.",5.290103197097778,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""Bioengineering"" being explicitly mentioned as the subject of the relation. The entity boundaries are also correctly identified, with ""journal"" and ""Bioengineering"" clearly marked as the subject and object, respectively.",4.504831075668335,
0x2147,the research community focus,has recently shifted from a mainly biological angle to an overall engineering approach,offers potential to exploit methanotrophs in an industrially relevant biotechnological gasto-liquid process,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,"DOI: 10.3934/bioeng.2018.1.1

Received: 14 November 2017

Accepted: 14 January 2018

Published: 19 January 2018

recent shift in the research community focus from a mainly biological angle to an overall engineering approach, offers potential to exploit methanotrophs in an industrially relevant biotechnological gasto-liquid process.",True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states a shift in research focus and its potential benefits. The extracted relation is identical to the source sentence's content, indicating high faithfulness. The entity boundaries are correctly identified, with ""the research community focus"" being the subject and ""offers potential to exploit methanotrophs in an industrially relevant biotechnological gasto-liquid process"" being the object.",3.45316219329834,,True,5.0,5.0,"The extracted relation accurately represents the information in the sentence, as it directly states that there has been a shift in the research community's focus towards an engineering approach and mentions the potential exploitation of methanotrophs in a biotechnological process. The subject, object, and predicate are all clearly stated in the source text.",5.484940052032471,,True,5.0,5.0,,5.412275791168213,
0x2131,methanol dehydrogenase (MDH),produces,formaldehyde,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,Formaldehyde dehydrogenase; FDH:  Formate  dehydrogenase;,True,4.0,3.0,"The relation is accurately represented in the sentence, as formaldehyde dehydrogenase (FDH) produces formaldehyde. However, the faithfulness rating is not a perfect score because while the relation is stated directly, it's not explicitly linked to methanol dehydrogenase (MDH). The boundary quality rating is 3 because the object position indicates that ""Formaldehyde"" starts at character 0-12, which might be considered partially incorrect as formaldehyde appears later in the sentence.",3.6995902061462402,,False,,,"The relation ""produces"" between methanol dehydrogenase (MDH) and formaldehyde is not accurately represented in the sentence. Formaldehyde dehydrogenase (FDH) is mentioned, but there's no direct reference to MDH producing formaldehyde in this sentence. Instead, it seems that FDH and formate dehydrogenase are being compared or listed, not describing a production relationship involving methanol dehydrogenase.",6.820616006851196,,False,,,"The relation is not accurately represented in the sentence because it mentions ""Formaldehyde dehydrogenase"" instead of ""methanol dehydrogenase"". Although the object position is mostly correct, there's some ambiguity since the sentence doesn't explicitly state that formaldehyde is produced by methanol dehydrogenase.",5.928524017333984,
0x2148,methane,is a greenhouse gas,GHG,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,"Abstract: Sources of methane are numerous, and vary greatly in their use and sustainable credentials. Gas-to-liquid technologies are being investigated as a means to exploit and monetise non-traditional and unutilised methane sources. The product identified as having the greatest potential is methanol due to it being a robust, commercially mature conversion process from methane and its beneficial fuel  characteristics. Commercial  methane  to  methanol  conversion  requires  high  temperatures  and pressures, in an energy intensive and costly process. In contrast methanotrophic bacteria perform the desired transformation under ambient conditions, using methane monooxygenase (MMO) enzymes. Although  biotechnological  applications  of  methanotrophic  bacteria have been reviewed in part, no review has comprehensively covered progress and challenges for a methane  to  methanol  process  from  an  industrial  perspective. All  published  examples  to  date  of methanotroph catalysed conversion of methane to methanol are collated, and standardised to allow direct comparison. The focus will be on conversion of methane to methanol by whole-cell, wild type, methanotroph cultures, and the potential for their application in an industrially relevant process. Keywords: methanotrophs;  methane  monooxygenase;  gas-to-liquid;  methane  partial  oxidation; biocatalysis; methanol synthesis

Abbreviations: MMO: Methane monooxygenase; GTL: Gas-to-liquid;  CNG:  Compressed  natural gas;  LNG:  Liquified  natural  gas;  MTBE: Methyl  tert-butyl  ether;  DME:  Dimethyl  ether;  MTO: Methanol-to-olefin; GHG: Greenhouse gas; DNA: Deoxyribose nucleic acid; RNA: Ribonucleic acid; MMO: Methane  monooxygenase;  sMMO:  Soluble  methane  monooxygenase;  pMMO:  Particulate methane monooxygenase; MDH: Methanol dehydrogenase; FADH:",True,5.0,5.0,"The relation ""methane is a greenhouse gas"" is directly stated in the source sentence, and the entity boundaries (subject and object) are correctly identified as ""methane"" and ""GHG"", respectively.",2.8506150245666504,,True,5.0,5.0,"The relation ""methane is a greenhouse gas"" is directly stated in the sentence, as methane (GHG) is listed among other greenhouse gases in the keywords section. The subject and object boundaries are correctly identified, as both ""methane"" and ""GHG"" appear explicitly in the source text.",6.563990116119385,,True,5.0,5.0,"The relation is directly stated in the sentence, where methane is explicitly mentioned as a greenhouse gas (GHG). The entity boundaries are also correctly identified, with ""methane"" being the subject and ""GHG"" being the object.",5.615403890609741,
0x2138,TCE,is an example of,pollutant degraded by methanotrophic bacteria,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,Polyhydroxybutyrate; TCE: Trichloroethylene; rRNA: Ribosomal ribonucleic acid; OD: Optical density;  DEAE: Diethylaminoethanol; MBR: Membrane bioreactor,True,4.0,3.0,"The relation ""is an example of"" is accurately represented in the sentence, as TCE is indeed a pollutant degraded by methanotrophic bacteria. However, the faithfulness rating is not a perfect 5 because while the relation is stated, it's not explicitly linked to the subject with a clear connection word (e.g., ""degraded by""). The boundary quality rating of 3 indicates that the entity boundaries are generally correct but could be improved with more precise identification.",3.573028087615967,,True,,,"The sentence does not explicitly state that TCE is an example of a pollutant degraded by methanotrophic bacteria, but given the context of various substances listed, it can be inferred that TCE could potentially be one of them. The subject and object are correctly identified within the sentence.",5.831556081771851,,True,4.0,5.0,"The relation is accurately represented in the sentence, with ""TCE"" being correctly identified as the subject and ""pollutant degraded by methanotrophic bacteria"" as the object. The entity boundaries are also perfectly identified, with no extraneous characters included or omitted.",4.795086860656738,
0x213a,AIMS Bioengineering,published,5(1): 1-38,,,,"Charlotte E. Bjorck 1 , Paul D. Dobson 2 and Jagroop Pandhal 1, *",Copy of Bjorck et al. 201820251115.pdf,"A

AIMS Bioengineering, 5(1): 1-38.",True,5.0,5.0,"The relation is accurately represented in the sentence, as the subject ""AIMS Bioengineering"" and object ""5(1): 1-38"" are correctly identified and directly stated.",2.2307777404785156,,True,,,"The relation ""published"" is directly mentioned in the source sentence, and the subject and object are correctly identified as ""AIMS Bioengineering"" and ""5(1): 1-38"", respectively. The sentence explicitly states that AIMS Bioengineering published a paper with the given citation details.",5.074136972427368,,True,5.0,5.0,"The relation is directly stated in the sentence, with ""AIMS Bioengineering"" being the subject and ""5(1): 1-38"" being the object. The entity boundaries are also correctly identified, matching the positions specified in the source sentence.",4.670099258422852,
0x1232,Maximilian Lackner,3,Author,,,,"Recent findings in methanotrophs: genetics, molecular ecology, and biopotential",Copy of Ahmadi & Lackner 202420251113.pdf,"© The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024",True,4.0,3.0,"The relation is accurately represented in the sentence as it states that Maximilian Lackner is an author. However, the faithfulness rating is not a perfect score because the sentence does not explicitly state ""Maximilian Lackner is an Author"" but rather uses a predicate number (Predicate: 3) to indicate his role. The boundary quality rating is 3 because the subject and object boundaries are correctly identified, but the use of a predicate number might be considered slightly ambiguous.",3.4748287200927734,,False,,,"The relation ""Maximilian Lackner is the Author"" is not directly stated in the sentence. While it does imply that someone is an author, the sentence does not provide enough context to definitively say that Maximilian Lackner is the author of a specific work. However, the entity boundaries are correctly identified as ""Maximilian Lackner"" (subject) and ""Author"" (object).",7.456128835678101,,False,1.0,2.0,"The relation is not accurately represented in the sentence, as it mentions ""The Author(s)"" which is a generic term and does not specifically refer to Maximilian Lackner. The entity boundaries are partially correct, but the subject is not clearly identified as Maximilian Lackner.",4.987300157546997,
0x1296,The global warming debate,was emphasized on imbalance evidence of human influence on climate,Cheng et al. 2022,,,,Introduction,Copy of Ahmadi & Lackner 202420251113.pdf,"It seems that the global warming debate is increasing following the

publication of Cheng et al. (2022) which was emphasized on imbalance evidence of human influence on climate.",True,4.0,3.0,"The extracted relation accurately represents the source sentence, as both mention ""the global warming debate"" and its emphasis on human influence on climate. However, the faithfulness score is slightly lower because the source sentence also mentions an increase in the debate following the publication of Cheng et al.'s work, which is not explicitly stated in the extracted relation.",2.9003448486328125,,True,,,"The relation accurately represents the subject, predicate, and object in the source sentence. The predicate is directly stated as ""was emphasized on imbalance evidence of human influence on climate,"" which clearly describes the focus of attention. The subject and object are correctly identified with the subject being ""The global warming debate"" and the object being ""Cheng et al. 2022.""",5.946805000305176,,True,5.0,5.0,"The relation is directly stated in the sentence, with the subject ""the global warming debate"" and object ""Cheng et al. (2022)"" clearly identified. The predicate ""was emphasized on imbalance evidence of human influence on climate"" is also accurately extracted from the source sentence.",4.929039239883423,
0x124d,the present review,describes,recent findings in methanotrophs,,,,Abstract,Copy of Ahmadi & Lackner 202420251113.pdf,"The present review describes recent findings in methanotrophs including aerobic and anaerobic methanotroph bacteria, phenotypic characteristics, biotechnological potential, their physiology, ecology, and native multi-carbon utilizing pathways, and their molecular biology.",True,5.0,4.0,"The relation is accurately represented in the sentence, as it directly states that ""The present review describes recent findings in methanotrophs"". The entity boundaries are mostly correct, with only a minor issue at the beginning of the subject phrase (""The present review"") and the end of the object phrase (""methanotrophs""), but these do not significantly impact the overall accuracy.",3.108228921890259,,True,5.0,5.0,"The extracted relation ""describes"" is accurately represented in the sentence, as the review is indeed describing recent findings in methanotrophs. The description is directly stated in the source, making it a score of 5 for faithfulness. The subject and object boundaries are also correctly identified, as they correspond to the actual entities mentioned in the sentence. Therefore, a score of 5 for boundary quality.",5.685888051986694,,True,5.0,5.0,"The relation is accurately represented in the sentence, as it directly states that ""The present review describes recent findings in methanotrophs"". The entity boundaries are also correctly identified, with the subject being ""the present review"" and the object being ""recent findings in methanotrophs"", which matches the provided positions.",5.31977915763855,
